Headline,Description,Date,Link
Where jobs were gained and lost in March,"The latest monthly jobs report showed that US hiring slowed in March but remained robust, with gains in service-providing businesses like bars and restaurants, but weakness in construction and manufacturing.","Apr 08, 2023",https://www.cnn.com/2023/04/07/economy/march-jobs-report-sector-gains-losses/index.html
CNN Poll: Americans’ views of the economy have improved but overwhelming majority still say it’s in poor shape,"Americans’ views of the economy are the best they’ve been in more than a year, according to a new CNN poll conducted by SSRS – but they’re still pretty bad, with 7 in 10 saying it’s in poor shape. Closer to home, 50% say their own financial situation ...","Apr 07, 2023",https://www.cnn.com/2023/04/07/politics/cnn-poll-us-economy-biden/index.html
Is the US economy ‘unwell?’ We’re about to find out,"After months of a remarkably strong US labor market and economy, everything seems to be slowing down.","Apr 06, 2023",https://www.cnn.com/2023/04/06/investing/premarket-stocks-trading/index.html
China is turning its anti-corruption fire on banks at a risky time for the economy,China’s banks and insurers have become the latest focus of a sweeping anti-corruption crackdown that is ensnaring top officials and risks rattling the already fragile nerves of investors and entrepreneurs.,"Apr 06, 2023",https://www.cnn.com/2023/04/05/economy/china-financial-industry-crackdown-intl-hnk/index.html
"Opinion: Layoffs are coming, but not in every industry","The industries at most risk are information, transportation and warehousing, and construction, followed by repair and personal services, manufacturing, real estate and wholesale trade, write Dana Peterson and Frank Steemers.","Apr 05, 2023",https://www.cnn.com/2023/04/04/opinions/layoffs-economy-recession-peterson-steemers/index.html
"European leaders head to Beijing with hope of driving peace in Ukraine, while balancing business ties","French President Emmanuel Macron and European Commission chief Ursula von der Leyen arrive in Beijing this week for a visit France has framed as a high stakes chance to push China to do more for peace in Ukraine, but where European economic ...","Apr 05, 2023",https://www.cnn.com/2023/04/05/china/macron-von-der-leyen-china-beijing-xi-jinping-visit-intl-hnk/index.html
Huawei says it’s ‘out of crisis mode’ even as profit plunges 69%,"China’s Huawei Technologies said it was “out of crisis mode” as it posted a small increase in annual revenue Friday, though that was accompanied by a nearly 69% collapse in net profit.","Mar 31, 2023",https://www.cnn.com/2023/03/31/business/huawei-profit-down-revenue-up/index.html
China’s services activity jumps to decade high as economic recovery gets back on track,"A key index measuring the strength of China’s massive services sector jumped to its highest level in more than a decade, as the country’s economic recovery gained traction.","Mar 31, 2023",https://www.cnn.com/2023/03/31/economy/china-pmi-decade-high-economic-recovery-intl-hnk/index.html
The final estimate for GDP shows the US economy grew at 2.6% last quarter,"The US economy grew at a slower pace in the fourth quarter than initially estimated, as consumer spending continued to trail off.","Mar 30, 2023",https://www.cnn.com/2023/03/30/economy/us-gdp-4q-final/index.html
"China ‘confident and capable’ of hitting 2023 growth targets, new premier says at gathering of business leaders","China’s newly minted Premier Li Qiang painted a bullish picture of his country’s economic recovery at a key business forum this week, as Beijing seeks to win the hearts of global investors and economic leaders after emerging from its long ...","Mar 30, 2023",https://www.cnn.com/2023/03/30/economy/boao-forum-china-economy-bullish-intl-hnk/index.html
Corporate greed is jacking prices higher. It could push customers over the edge,Inflation is ravaging shoppers’ wallets and the Federal Reserve has responded by instituting a regimen of painful interest rate hikes that could land the economy in a recession. But corporate profits are surging. US profit margins have reached record ...,"Mar 29, 2023",https://www.cnn.com/2023/03/29/investing/premarket-stocks-trading/index.html
Alibaba’s restructuring and Jack Ma’s homecoming are all part of China’s plan,"Alibaba’s landmark restructuring has sent its shares soaring in New York and Hong Kong, as investors bet on the return of regulatory support for China’s tech industry and private businesses after more than two years of a brutal crackdown.","Mar 29, 2023",https://www.cnn.com/2023/03/29/economy/alibaba-restructuring-china-big-tech-future-intl-hnk/index.html
"Alibaba will split into six units, reshaping Jack Ma’s business empire","Alibaba on Tuesday said it plans to split its business into six separate units, in a move that promises to radically reshape the sprawling Chinese e-commerce firm that Jack Ma founded nearly 25 years ago.","Mar 29, 2023",https://www.cnn.com/2023/03/28/tech/alibaba-restructuring-ipos/index.html
Banking chaos could break the strong job market,The job market has remained strong even as the Federal Reserve has spent a full year attempting to cool off the economy by raising interest rates. But economists think that the recent banking turmoil may be what finally raises unemployment.,"Mar 28, 2023",https://www.cnn.com/2023/03/28/investing/premarket-stocks-trading/index.html
China’s new premier rolls out the welcome wagon for foreign companies,"China’s new premier, Li Qiang, has offered a hearty welcome to foreign companies in an effort to arrest a slump in business confidence that has exacerbated the country’s economic woes.","Mar 28, 2023",https://www.cnn.com/2023/03/28/economy/china-development-forum-foreign-companies-welcome-intl-hnk/index.html
Commercial real estate is in trouble. Why you should be paying attention,Economists are growing concerned about the $20 trillion commercial real estate (CRE) industry.,"Mar 27, 2023",https://www.cnn.com/2023/03/27/investing/premarket-stocks-trading/index.html
Banks aren’t out of the woods yet and neither is the economy. Here’s why,Markets see-sawed severely this week when two of the US economy’s most prominent leaders gave seemingly contradictory statements on the health of the banking sector.,"Mar 25, 2023",https://www.cnn.com/2023/03/25/business/bank-powell-yellen-explainer/index.html
Americans are going all-in on cash. That could spell more trouble,"In the wake of Silicon Valley Bank’s collapse and subsequent banking meltdown, cash is king. The turmoil inflicted on financial markets has sent cautious investors running away from volatile markets and toward more liquid alternatives.","Mar 24, 2023",https://www.cnn.com/2023/03/24/investing/premarket-stocks-trading/index.html
US companies including Netflix and Boeing join ‘biggest’ business mission to Vietnam,"Dozens of American companies are in Vietnam this week in hopes of pushing further into the fast-growing Southeast Asian economy, which has emerged as an attractive potential alternative to China as companies seek to diversify their markets and ...","Mar 22, 2023",https://www.cnn.com/2023/03/21/business/us-asean-business-council-vietnam-intl-hnk/index.html
Global stocks rise as investor worries about banking turmoil ease,Stocks around the world rose Tuesday as concerns about the global banking sector eased in response to a whirlwind of intervention by policymakers and industry players.,"Mar 21, 2023",https://www.cnn.com/2023/03/20/investing/global-markets-banking-sector-intl-hnk/index.html
